"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Advances Classified By Securities/ Borrowers","31-Jul-2024","TS_GP_BAM_ADVBYBOR_M.ABS0010700","......................... Residential","232.943464","Billion PKR","Normal","","116","Outstanding Advances Of All Banks Against Residential Buildings - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Jul-2024","TS_GP_BAM_ADVBYBOR_M.ABS0010800","......................... Non-Residential","433.16897","Billion PKR","Normal","","117","Outstanding Advances Of All Banks Against Non-Residential Buildings - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Jul-2024","TS_GP_BAM_ADVBYBOR_M.ABS0010900","............................... Commercial","206.052236","Billion PKR","Normal","","118","Outstanding Advances Of All Banks Against Commercial Non-Residential Buildings - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Jul-2024","TS_GP_BAM_ADVBYBOR_M.ABS0011000","............................... Industrial","171.200924","Billion PKR","Normal","","119","Outstanding Advances Of All Banks Against Industrial Non-Residential Buildings - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Jul-2024","TS_GP_BAM_ADVBYBOR_M.ABS0011100","............................... Other","55.91581","Billion PKR","Normal","","120","Outstanding Advances Of All Banks Against Other than commercial and industrial Non-Residential Buildings - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Jul-2024","TS_GP_BAM_ADVBYBOR_M.ABS0011200","............. AGAINST FIXED DEPOSITS AND INSURANCE POLICIES","434.456853","Billion PKR","Normal","","121","Outstanding Advances Of All Banks Against Fixed Deposits And Insurance Policies - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Jul-2024","TS_GP_BAM_ADVBYBOR_M.ABS0011300","................... Bank Deposits","434.014085","Billion PKR","Normal","","122","Outstanding Advances Of All Banks Against Bank Deposits - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Jul-2024","TS_GP_BAM_ADVBYBOR_M.ABS0011400","................... Insurance Policies",".442768","Billion PKR","Normal","","123","Outstanding Advances Of All Banks Against Insurance Policies - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Jul-2024","TS_GP_BAM_ADVBYBOR_M.ABS0011500","............. OTHERS","1281.239322","Billion PKR","Normal","","124","Outstanding Advances Of All Banks Against Other Securities - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Jul-2024","TS_GP_BAM_ADVBYBOR_M.ABS0011600","................... Other Secured Advances","986.87434","Billion PKR","Normal","","125","Outstanding Other Secured Advances Of All Banks - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Jul-2024","TS_GP_BAM_ADVBYBOR_M.ABS0011700","................... Advances Secured By Guarantee(s)","294.364982","Billion PKR","Normal","","126","Outstanding Advances Of All Banks Secured By Guarantee(s) - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Jul-2024","TS_GP_BAM_ADVBYBOR_M.ABS0011800","......................... Institutional Guarantee(s)","192.633583","Billion PKR","Normal","","127","Outstanding Advances Of All Banks Secured By Institutional Guarantee(s) - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Jul-2024","TS_GP_BAM_ADVBYBOR_M.ABS0011900","......................... Individual Guarantee(s)","101.731399","Billion PKR","Normal","","128","Outstanding Advances Of All Banks Secured By Individual Guarantee(s) - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Jul-2024","TS_GP_BAM_ADVBYBOR_M.ABS0012000","............. Unsecured Advances","10.896378","Billion PKR","Normal","","129","Outstanding Unsecured Advances Of All Banks - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Jul-2024","TS_GP_BAM_ADVBYBOR_M.ABS0012100","....... TRUST FUNDS AND NON PROFIT ORGANIZATIONS","15.325418","Billion PKR","Normal","","130","Outstanding Advances Of All Banks To Trust Funds And Non Profit Organizations"
"Advances Classified By Securities/ Borrowers","31-Jul-2024","TS_GP_BAM_ADVBYBOR_M.ABS0012200","....... PERSONAL","1140.826608","Billion PKR","Normal","","131","Outstanding Advances Of All Banks To Individual Persons"
"Advances Classified By Securities/ Borrowers","31-Jul-2024","TS_GP_BAM_ADVBYBOR_M.ABS0012300","....... OTHER","2.098763","Billion PKR","Normal","","132","Outstanding Advances Of All Banks To Other Borrowers"
"Advances Classified By Securities/ Borrowers","31-Jul-2024","TS_GP_BAM_ADVBYBOR_M.ABS0012400",". Grand total","11537.54747","Billion PKR","Normal","","133","Outstanding Advances Of All Banks - Grand Total"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0000100",". FOREIGN CONSTITUENTS","0","Billion PKR","Normal","","10","Outstanding Advances Of All Banks To Foreign Constituents"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0000200",". DOMESTIC CONSTITUENTS","12094.41087","Billion PKR","Normal","","11","Outstanding Advances Of All Banks To Domestic Constituents"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0000300","....... GOVERNMENT","1789.915195","Billion PKR","Normal","","12","Outstanding Advances Of All Banks To Government"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0000400","....... NON-FINANCIAL PUBLIC SECTOR ENTERPRISES (NFPSE)","1583.103722","Billion PKR","Normal","","13","Outstanding Advances Of All Banks To Non-Financial Public Sector Enterprises (NFPSEs)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0000500","....... NON-BANK FINANCIAL INSTITUTIONS (NBFIs)","254.384844","Billion PKR","Normal","","14","Outstanding Advances Of All Banks To Non-Bank Financial Institutions (NBFIs)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0000600","....... PRIVATE SECTOR (BUSINESS)","7313.436672","Billion PKR","Normal","","15","Outstanding Advances Of All Banks To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0000700","............. GOLD BULLION, GOLD, AND SILVER ORNAMENTS, PRECIOUS METALS","92.026897","Billion PKR","Normal","","16","Outstanding Advances Of All Banks Against Gold Bullion, Gold, And Silver Ornaments, Precious Metals - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0000800","............. SECURITIES, SHARES AND OTHER FINANCIAL INSTRUMENTS","61.960692","Billion PKR","Normal","","17","Outstanding Advances Of All Banks Against Securities, Shares And Other Financial Instruments - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0000900","................... Quoted On Stock Exchange","29.432394","Billion PKR","Normal","","18","Outstanding Advances Of All Banks Against Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0001000","......................... To Stock Brokers And Dealers","14.734606","Billion PKR","Normal","","19","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0001100","............................... Government And Others Trustee Securities","2.497189","Billion PKR","Normal","","20","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Government and Other Trustee Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0001200","............................... Shares and Debentures","12.21404","Billion PKR","Normal","","21","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Shares And Debentures Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0001300","............................... Participation Term Certificates (PTC)","0","Billion PKR","Normal","","22","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against PTCs Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0001400","............................... Others",".023377","Billion PKR","Normal","","23","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Securities Other than Govt Trustee Securities, Shares & Debentures and PTCs Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0001500","......................... To Others","14.697788","Billion PKR","Normal","","24","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0001600","............................... Government and Other Trustee Securities",".039953","Billion PKR","Normal","","25","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Government and Other Trustee Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0001700","............................... Shares And Debentures","13.812526","Billion PKR","Normal","","26","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Shares And Debentures Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0001800","............................... Participation Term Certificates (PTC)",".007995","Billion PKR","Normal","","27","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against PTCs Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0001900","............................... Others",".837314","Billion PKR","Normal","","28","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Securities Other than Govt Trustee Securities, Shares & Debentures and PTCs Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0002000","................... Unquoted On The Stock Exchange","32.528298","Billion PKR","Normal","","29","Outstanding Advances Of All Banks Against Securities Unquoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0002100","......................... To Stock Brokers And Dealers","7.803042","Billion PKR","Normal","","30","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Securities Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0002200","............................... Government and Other Trustee Securities","0","Billion PKR","Normal","","31","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Government and Other Trustee Securities Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0002300","............................... Shares and Debentures","7.801485","Billion PKR","Normal","","32","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Shares And Debentures Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0002400","............................... Participation Term Certificates (PTC)","0","Billion PKR","Normal","","33","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against PTCs Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0002500","............................... Others",".001557","Billion PKR","Normal","","34","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Securities Other than Govt Trustee Securities, Shares & Debentures and PTCs Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0002600","......................... To Others","24.725256","Billion PKR","Normal","","35","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Securities Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Jun-2024","TS_GP_BAM_ADVBYBOR_M.ABS0002700","............................... Government and Other Trustee Securities","7.167618","Billion PKR","Normal","","36","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Government and Other Trustee Securities Unquoted on Stock Exchange - To Private Sector (Business)"
