"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0007700","............................... Imported","10.984756","Billion PKR","Normal","","86","Outstanding Advances Of All Banks Against Imported Cotton Textiles - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0007800","......................... Cotton Yarn","94.512187","Billion PKR","Normal","","87","Outstanding Advances Of All Banks Against Cotton Yarn - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0007900","............................... Indigenous","92.599062","Billion PKR","Normal","","88","Outstanding Advances Of All Banks Against Indigenous Cotton Yarn - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0008000","............................... Imported","1.913125","Billion PKR","Normal","","89","Outstanding Advances Of All Banks Against Imported Cotton Yarn - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0008100","......................... Other Textiles","233.054602","Billion PKR","Normal","","90","Outstanding Advances Of All Banks Against Other Textiles - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0008200","............................... Indigenous","231.155426","Billion PKR","Normal","","91","Outstanding Advances Of All Banks Against Other Indigenous Textiles - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0008300","............................... Imported","1.899176","Billion PKR","Normal","","92","Outstanding Advances Of All Banks Against Other Imported Textiles - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0008400","......................... Machinery","66.203853","Billion PKR","Normal","","93","Outstanding Advances Of All Banks Against Machinery - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0008500","............................... Locally Manufactured","33.834057","Billion PKR","Normal","","94","Outstanding Advances Of All Banks Against Locally Manufactured Machinery - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0008600","............................... Imported","32.369796","Billion PKR","Normal","","95","Outstanding Advances Of All Banks Against Imported Machinery - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0008700","......................... Handloom Products",".024654","Billion PKR","Normal","","96","Outstanding Advances Of All Banks Against Handloom Products - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0008800","......................... Carpets and Rugs",".936133","Billion PKR","Normal","","97","Outstanding Advances Of All Banks Against Carpets And Rugs - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0008900","......................... Readymade Garments","98.453921","Billion PKR","Normal","","98","Outstanding Advances Of All Banks Against Readymade Garments - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0009000","......................... Cement and Cement Products","149.985834","Billion PKR","Normal","","99","Outstanding Advances Of All Banks Against Cement And Cement Products - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0009100","............................... Indigenous","147.510465","Billion PKR","Normal","","100","Outstanding Advances Of All Banks Against Indigenous Cement And Cement Products - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0009200","............................... Imported","2.475369","Billion PKR","Normal","","101","Outstanding Advances Of All Banks Against Imported Cement And Cement Products - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0009300","......................... Sports Goods","2.49569","Billion PKR","Normal","","102","Outstanding Advances Of All Banks Against Sports Goods - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0009400","......................... Surgical Instruments","8.161111","Billion PKR","Normal","","103","Outstanding Advances Of All Banks Against Surgical Instruments - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0009500","......................... Chemicals and Dyes","60.175279","Billion PKR","Normal","","104","Outstanding Advances Of All Banks Against Chemicals And Dyes - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0009600","......................... Other Finished Goods","312.42736","Billion PKR","Normal","","105","Outstanding Advances Of All Banks Against Other Finished Goods - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0009700","............................... Indigenous","299.748218","Billion PKR","Normal","","106","Outstanding Advances Of All Banks Against Other Indigenous Finished Goods - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0009800","............................... Imported","12.679142","Billion PKR","Normal","","107","Outstanding Advances Of All Banks Against Other Imported Finished Goods - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0009900","............. FIXED ASSETS","1333.082341","Billion PKR","Normal","","108","Outstanding Advances Of All Banks Against Fixed Assets - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0010000","................... Transport equipment","429.127449","Billion PKR","Normal","","109","Outstanding Advances Of All Banks Against Transport Equipment - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0010100","................... Furniture & Fixtures","16.158661","Billion PKR","Normal","","110","Outstanding Advances Of All Banks Against Furniture & Fixtures - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0010200","................... Office equipment","48.391143","Billion PKR","Normal","","111","Outstanding Advances Of All Banks Against Office Equipment - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0010300","................... Other machinery & equipment","839.405088","Billion PKR","Normal","","112","Outstanding Advances Of All Banks Against Other Machinery & Equipment - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0010400","............. REAL ESTATE","1259.978879","Billion PKR","Normal","","113","Outstanding Advances Of All Banks Against Real Estate - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0010500","................... Land","550.132707","Billion PKR","Normal","","114","Outstanding Advances Of All Banks Against Land - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0010600","................... Buildings","709.846172","Billion PKR","Normal","","115","Outstanding Advances Of All Banks Against Buildings - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0010700","......................... Residential","242.050049","Billion PKR","Normal","","116","Outstanding Advances Of All Banks Against Residential Buildings - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0010800","......................... Non-Residential","467.796123","Billion PKR","Normal","","117","Outstanding Advances Of All Banks Against Non-Residential Buildings - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0010900","............................... Commercial","223.051608","Billion PKR","Normal","","118","Outstanding Advances Of All Banks Against Commercial Non-Residential Buildings - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0011000","............................... Industrial","181.49403","Billion PKR","Normal","","119","Outstanding Advances Of All Banks Against Industrial Non-Residential Buildings - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0011100","............................... Other","63.250485","Billion PKR","Normal","","120","Outstanding Advances Of All Banks Against Other than commercial and industrial Non-Residential Buildings - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0011200","............. AGAINST FIXED DEPOSITS AND INSURANCE POLICIES","417.782078","Billion PKR","Normal","","121","Outstanding Advances Of All Banks Against Fixed Deposits And Insurance Policies - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0011300","................... Bank Deposits","415.812073","Billion PKR","Normal","","122","Outstanding Advances Of All Banks Against Bank Deposits - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0011400","................... Insurance Policies","1.970005","Billion PKR","Normal","","123","Outstanding Advances Of All Banks Against Insurance Policies - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0011500","............. OTHERS","1205.020974","Billion PKR","Normal","","124","Outstanding Advances Of All Banks Against Other Securities - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0011600","................... Other Secured Advances","958.533115","Billion PKR","Normal","","125","Outstanding Other Secured Advances Of All Banks - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0011700","................... Advances Secured By Guarantee(s)","246.487859","Billion PKR","Normal","","126","Outstanding Advances Of All Banks Secured By Guarantee(s) - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0011800","......................... Institutional Guarantee(s)","172.902602","Billion PKR","Normal","","127","Outstanding Advances Of All Banks Secured By Institutional Guarantee(s) - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0011900","......................... Individual Guarantee(s)","73.585257","Billion PKR","Normal","","128","Outstanding Advances Of All Banks Secured By Individual Guarantee(s) - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0012000","............. Unsecured Advances","6.114649","Billion PKR","Normal","","129","Outstanding Unsecured Advances Of All Banks - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0012100","....... TRUST FUNDS AND NON PROFIT ORGANIZATIONS","14.153458","Billion PKR","Normal","","130","Outstanding Advances Of All Banks To Trust Funds And Non Profit Organizations"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0012200","....... PERSONAL","1121.391486","Billion PKR","Normal","","131","Outstanding Advances Of All Banks To Individual Persons"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0012300","....... OTHER","2.448142","Billion PKR","Normal","","132","Outstanding Advances Of All Banks To Other Borrowers"
"Advances Classified By Securities/ Borrowers","30-Apr-2023","TS_GP_BAM_ADVBYBOR_M.ABS0012400",". Grand total","11776.15963","Billion PKR","Normal","","133","Outstanding Advances Of All Banks - Grand Total"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0000100",". FOREIGN CONSTITUENTS",".020161","Billion PKR","Normal","","10","Outstanding Advances Of All Banks To Foreign Constituents"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0000200",". DOMESTIC CONSTITUENTS","11503.85126","Billion PKR","Normal","","11","Outstanding Advances Of All Banks To Domestic Constituents"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0000300","....... GOVERNMENT","1436.140806","Billion PKR","Normal","","12","Outstanding Advances Of All Banks To Government"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0000400","....... NON-FINANCIAL PUBLIC SECTOR ENTERPRISES (NFPSE)","1507.258326","Billion PKR","Normal","","13","Outstanding Advances Of All Banks To Non-Financial Public Sector Enterprises (NFPSEs)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0000500","....... NON-BANK FINANCIAL INSTITUTIONS (NBFIs)","340.944178","Billion PKR","Normal","","14","Outstanding Advances Of All Banks To Non-Bank Financial Institutions (NBFIs)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0000600","....... PRIVATE SECTOR (BUSINESS)","7073.140466","Billion PKR","Normal","","15","Outstanding Advances Of All Banks To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0000700","............. GOLD BULLION, GOLD, AND SILVER ORNAMENTS, PRECIOUS METALS","98.317765","Billion PKR","Normal","","16","Outstanding Advances Of All Banks Against Gold Bullion, Gold, And Silver Ornaments, Precious Metals - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0000800","............. SECURITIES, SHARES AND OTHER FINANCIAL INSTRUMENTS","71.772027","Billion PKR","Normal","","17","Outstanding Advances Of All Banks Against Securities, Shares And Other Financial Instruments - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0000900","................... Quoted On Stock Exchange","31.758006","Billion PKR","Normal","","18","Outstanding Advances Of All Banks Against Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0001000","......................... To Stock Brokers And Dealers","16.777642","Billion PKR","Normal","","19","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0001100","............................... Government And Others Trustee Securities",".597541","Billion PKR","Normal","","20","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Government and Other Trustee Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0001200","............................... Shares and Debentures","16.089506","Billion PKR","Normal","","21","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Shares And Debentures Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0001300","............................... Participation Term Certificates (PTC)","0","Billion PKR","Normal","","22","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against PTCs Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0001400","............................... Others",".090595","Billion PKR","Normal","","23","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Securities Other than Govt Trustee Securities, Shares & Debentures and PTCs Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0001500","......................... To Others","14.980364","Billion PKR","Normal","","24","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0001600","............................... Government and Other Trustee Securities",".111955","Billion PKR","Normal","","25","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Government and Other Trustee Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0001700","............................... Shares And Debentures","14.124214","Billion PKR","Normal","","26","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Shares And Debentures Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0001800","............................... Participation Term Certificates (PTC)",".008657","Billion PKR","Normal","","27","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against PTCs Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0001900","............................... Others",".735538","Billion PKR","Normal","","28","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Securities Other than Govt Trustee Securities, Shares & Debentures and PTCs Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0002000","................... Unquoted On The Stock Exchange","40.014021","Billion PKR","Normal","","29","Outstanding Advances Of All Banks Against Securities Unquoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0002100","......................... To Stock Brokers And Dealers","8.717033","Billion PKR","Normal","","30","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Securities Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0002200","............................... Government and Other Trustee Securities",".0004","Billion PKR","Normal","","31","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Government and Other Trustee Securities Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0002300","............................... Shares and Debentures","8.715341","Billion PKR","Normal","","32","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Shares And Debentures Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0002400","............................... Participation Term Certificates (PTC)","0","Billion PKR","Normal","","33","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against PTCs Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0002500","............................... Others",".001292","Billion PKR","Normal","","34","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Securities Other than Govt Trustee Securities, Shares & Debentures and PTCs Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0002600","......................... To Others","31.296988","Billion PKR","Normal","","35","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Securities Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0002700","............................... Government and Other Trustee Securities","7.962979","Billion PKR","Normal","","36","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Government and Other Trustee Securities Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0002800","............................... Shares and Debentures","2.369103","Billion PKR","Normal","","37","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Shares And Debentures Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0002900","............................... Participation Term Certificates (PTC)","0","Billion PKR","Normal","","38","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against PTCs Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0003000","............................... Others","20.964906","Billion PKR","Normal","","39","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Securities Other than Govt Trustee Securities, Shares & Debentures and PTCs Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0003100","............. MERCHANDISE","2627.224438","Billion PKR","Normal","","40","Outstanding Advances Of All Banks Against Merchandise - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0003200","................... Food Items","582.50687","Billion PKR","Normal","","41","Outstanding Advances Of All Banks Against Food Items - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0003300","......................... Wheat","30.804807","Billion PKR","Normal","","42","Outstanding Advances Of All Banks Against Wheat - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0003400","......................... Rice and Paddy","123.988281","Billion PKR","Normal","","43","Outstanding Advances Of All Banks Against Rice And Paddy - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0003500","......................... Other Grains and Pulses","9.685953","Billion PKR","Normal","","44","Outstanding Advances Of All Banks Against Grains And Pulses other than Wheat and Rice & Paddy - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0003600","............................... Indigenous","7.762928","Billion PKR","Normal","","45","Outstanding Advances Of All Banks Against Indigenous Grains And Pulses other than Wheat and Rice & Paddy - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0003700","............................... Imported","1.923025","Billion PKR","Normal","","46","Outstanding Advances Of All Banks Against Imported Grains And Pulses other than Wheat and Rice & Paddy - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0003800","......................... Edible Oils","92.35816","Billion PKR","Normal","","47","Outstanding Advances Of All Banks Against Edible Oils - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0003900","............................... Indigenous","87.542264","Billion PKR","Normal","","48","Outstanding Advances Of All Banks Against Indigenous Edible Oils - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0004000","............................... Imported","4.815896","Billion PKR","Normal","","49","Outstanding Advances Of All Banks Against Imported Edible Oils - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0004100","......................... Sugar","239.70155","Billion PKR","Normal","","50","Outstanding Advances Of All Banks Against Sugar - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0004200","............................... Indigenous","236.502646","Billion PKR","Normal","","51","Outstanding Advances Of All Banks Against Indigenous Sugar - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0004300","............................... Imported","3.198904","Billion PKR","Normal","","52","Outstanding Advances Of All Banks Against Imported Sugar - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0004400","......................... Kariana and Spices","3.333871","Billion PKR","Normal","","53","Outstanding Advances Of All Banks Against Kariana And Spices - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0004500","......................... Fish and Fish Preparations","1.342552","Billion PKR","Normal","","54","Outstanding Advances Of All Banks Against Fish And Fish Preparations - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0004600","......................... Other Food Items","81.291696","Billion PKR","Normal","","55","Outstanding Advances Of All Banks Against Other Food Items - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0004700","............................... Indigenous","80.397633","Billion PKR","Normal","","56","Outstanding Advances Of All Banks Against Indigenous Other Food Items - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0004800","............................... Imported",".894063","Billion PKR","Normal","","57","Outstanding Advances Of All Banks Against Imported Other Food Items - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0004900","................... Raw Materials","718.147055","Billion PKR","Normal","","58","Outstanding Advances Of All Banks Against Raw Materials - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0005000","......................... Cotton Raw","175.926986","Billion PKR","Normal","","59","Outstanding Advances Of All Banks Against Cotton Raw - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0005100","............................... Indigenous","157.269841","Billion PKR","Normal","","60","Outstanding Advances Of All Banks Against Indigenous Raw Cotton - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0005200","............................... Imported","18.657145","Billion PKR","Normal","","61","Outstanding Advances Of All Banks Against Imported Raw Cotton - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0005300","......................... Synthetic Fibers","16.574372","Billion PKR","Normal","","62","Outstanding Advances Of All Banks Against Synthetic Fibers - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0005400","............................... Indigenous","14.338266","Billion PKR","Normal","","63","Outstanding Advances Of All Banks Against Indigenous Synthetic Fibers - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0005500","............................... Imported","2.236106","Billion PKR","Normal","","64","Outstanding Advances Of All Banks Against Imported Synthetic Fibers - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0005600","......................... Fertilizers","67.444129","Billion PKR","Normal","","65","Outstanding Advances Of All Banks Against Fertilizers - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0005700","............................... Indigenous","61.248845","Billion PKR","Normal","","66","Outstanding Advances Of All Banks Against Indigenous Fertilizers - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0005800","............................... Imported","6.195284","Billion PKR","Normal","","67","Outstanding Advances Of All Banks Against Imported Fertilizers - To Private Sector (Business)"
